English word,French word,Frequency
March.,Mars,169
Poins.,poins,103
Palace.,palais,167
"Blunt,",cru,80
prize?,prix,56
pride;,fierté,112
"keeps,",garde,76
"Cousin,",cousin,287
Prince.,prince,1126
steal.,voler,130
wench?,jeune fille,85
saint.,Saint,149
Poins!,poins,103
"early,",de bonne heure,109
thief?,voleur,68
summer!,été,100
"meeting,",réunion,56
supper:,souper,64
Danger,danger,224
Percy,Percy,87
"faint,",perdre connaissance,76
Fresh,Frais,124
treason?,trahison,116
themselves?,se,159
flood;,inonder,59
Colour,Couleur,168
crown?,couronne,395
rather?,plutôt,323
"Uncle,",oncle,256
sport!,sport,168
Cross.,traverser,126
first!,première,1175
Sirrah,sirrah,148
"saint,",Saint,149
Justice,Justice,265
"castle,",Château,116
close.,proche,168
"Poins,",poins,103
rascal!,coquin,90
rascal,coquin,90
rogue.,coquin,108
Poins,poins,103
"encounter,",rencontre,61
"Gaunt,",décharné,78
neighbour.,voisine,94
Strike!,la grève,205
undone?,défait,55
close!,proche,168
money!,argent,194
certain!,certain,236
constant:,constant,72
already?,déjà,148
action!,action,234
sleep?,sommeil,438
horse!,cheval,335
indeed?,En effet,438
"Prince,.",prince,1126
courtesy;,courtoisie,66
perfect.,parfait,114
pound.,livre,112
midnight.,minuit,43
"rogue,",coquin,108
coward!,lâche,150
while!,tandis que,437
still!,encore,588
through;,par,284
darkness.,obscurité,39
bound.,lié,229
creature.,créature,110
Seven?,Sept,94
"Seven,",Sept,94
truth?,vérité,349
wealth.,richesse,113
prince?,prince,1126
"Hostess,",hôtesse,112
Watch,regarder,266
Hostess.,hôtesse,112
Prince!,prince,1126
hostess?,hôtesse,112
prince;,prince,1126
"dagger,",dague,57
"manner,",manière,175
pistol,pistolet,188
afraid?,peur,41
"Father,",père,1157
Majesty?,majesté,270
banish.,bannir,205
month?,mois,97
"Judge,",juge,121
Grace?,la grâce,719
Banish,bannir,205
Poins;,poins,103
asleep,endormi,60
found?,a trouvé,320
Percy;,Percy,87
devil!,diable,293
drawn;,tiré,92
drawn?,tiré,92
Percy!,Percy,87
humour.,humour,124
"Pride,",fierté,112
speed!,la vitesse,287
Ladies.,Dames,148
Neither!,ni,186
Heart!,cœur,1350
hours;,heures,141
Others,autres,520
"Heard,",entendu,364
"realm,",domaine,60
Turns,se tourne,73
behalf;,nom,46
Blunt?,cru,80
month,mois,97
action?,action,234
"shortly,",prochainement,46
"Company,",entreprise,215
enough:,assez,313
Knight,Chevalier,189
Burning,brûlant,52
"burning,",brûlant,52
burning.,brûlant,52
hostess.,hôtesse,112
before!,avant,840
wives;,épouses,65
beast?,la bête,130
"hostess,",hôtesse,112
pound?,livre,112
"pound,",livre,112
knees!,les genoux,51
Charge,charge,493
power?,Puissance,382
should;,devrait,1716
"March,",Mars,169
Captain?,capitaine,206
angel.,ange,345
lieutenant,lieutenant,81
"heads,",têtes,131
ancient;,ancien,82
after?,après,543
maintain,maintenir,58
majesty!,majesté,270
shore;,rive,85
Swore,juré,60
Sought,recherché,40
Broke,cassé,383
tempest,tempête,52
mischief,sottises,50
times?,fois,302
"borne,",supporté,96
Sworn,juré,197
elbow,coude,62
Percy.,Percy,87
charge;,charge,493
wound?,blessure,211
challenge,défi,57
courtesy.,courtoisie,66
short!,court,172
prepare.,préparer,82
embrace;,embrasse,84
embrace.,embrasse,84
Power.,Puissance,382
Blunt;,cru,80
"pistol,",pistolet,188
"Before,",avant,840
Blunt,cru,80
"behalf,",nom,46
Counterfeit?,contrefaire,69
sirrah,sirrah,148
contrary?,contraire,47
"THOMAS,",Thomas,75
CLARENCE,clarté,211
MOWBRAY,mowbray,66
SURREY,Surrey,51
GOWER,gower,53
BLUNT,cru,80
CHIEF,chef,223
JUSTICE,Justice,265
"SERVANT,",serviteur,543
POINS,poins,103
PISTOL,pistolet,188
"SILENCE,",silence,114
SHADOW,ombre,115
THOMAS,Thomas,75
FEEBLE,faible,43
"PERCY,",Percy,87
HOSTESS,hôtesse,112
"Porter,",porter,52
Castle,Château,116
speaks?,parle,129
PORTER,porter,52
PORTER.,porter,52
Again:,encore,1364
party.,fête,51
"flight,",vol,56
Reign,règne,328
souls;,âmes,114
Bishop,évêque,134
Tells,raconte,45
JUSTICE.,Justice,265
elbow;,coude,62
aside;,de côté,468
"slender,",mince,113
wound.,blessure,211
"single,",Célibataire,64
young?,Jeune,528
companion!,un compagnon,55
prince!,prince,1126
Seven,Sept,94
Prince;,prince,1126
means;,veux dire,264
MOWBRAY.,mowbray,66
point;,point,256
heads:,têtes,131
HOSTESS.,hôtesse,112
thrust.,poussée,66
elbow.,coude,62
"Street,",rue,133
borne;,supporté,96
"Murder,",meurtre,215
murder!,meurtre,215
Coming,venir,172
"Gower,",gower,53
GOWER.,gower,53
tells.,raconte,45
"HOSTESS,",hôtesse,112
Gower.,gower,53
dinner?,dîner,98
Gower?,gower,53
PRINCE.,prince,1126
POINS.,poins,103
kingdom;,Royaume,127
Poins?,poins,103
subject.,matière,172
Grace!,la grâce,719
become!,devenir,210
window.,la fenêtre,69
castle,Château,116
PERCY,Percy,87
affairs;,affaires,68
PERCY.,Percy,87
"Never,",jamais,1023
provided.,à condition de,259
widow;,veuve,142
noise;,bruit,117
Dispatch!,envoi,92
Empty,vide,54
fashion;,mode,125
cares.,se soucie,36
Ancient,ancien,82
ancient.,ancien,82
receive.,recevoir,144
hostess;,hôtesse,112
shake;,secouer,395
"PISTOL,",pistolet,188
PISTOL.,pistolet,188
Pistol.,pistolet,188
"Pistol,",pistolet,188
Pistol;,pistolet,188
captain.,capitaine,206
Captain!,capitaine,206
captain?,capitaine,206
captain!,capitaine,206
Thrust,poussée,66
toward!,vers,177
"murder,",meurtre,215
doors?,des portes,62
abuse!,abuser de,76
"PRINCE,",prince,1126
"POINS,",poins,103
Surrey,Surrey,51
meeting;,réunion,56
"SHADOW,",ombre,115
"FEEBLE,",faible,43
Silence?,silence,114
SILENCE.,silence,114
Oxford,Oxford,57
Court,tribunal,474
shortly.,prochainement,46
anything;,n'importe quoi,105
"Mowbray,",mowbray,66
"Certain,",certain,236
certain;,certain,236
Double,double,130
Gaunt,décharné,78
knight?,Chevalier,189
"Silence,",silence,114
Shadow!,ombre,115
under.,sous,678
Shadow?,ombre,115
SHADOW.,ombre,115
"Shadow,",ombre,115
substance!,substance,43
Shadow,ombre,115
summer.,été,100
Feeble!,faible,43
FEEBLE.,faible,43
Feeble?,faible,43
tailor!,tailleur,58
Feeble.,faible,43
green!,vert,122
number.,nombre,103
Field?,champ,242
alive?,vivant,93
never;,jamais,1023
"Feeble,",faible,43
Shadow.,ombre,115
"Green,",vert,122
Street;,rue,133
"MOWBRAY,",mowbray,66
"Forest,",forêt,98
"native,",originaire de,45
"suffer,",souffrir,162
occasion;,occasion,91
denied;,refusé,55
Mowbray.,mowbray,66
offence:,infraction,121
occasion:,occasion,91
"Bishop,",évêque,134
"embrace,",embrasse,84
"drums,",tambours,42
"degree,",diplôme,65
"sweat,",transpiration,53
"lovers,",les amoureux,61
"BLUNT,",cru,80
thought?,pensée,682
shine.,éclat,109
"something,",quelque chose,183
proof;,preuve,118
"fiery,",ardent,49
Chamber,chambre,220
"CLARENCE,",clarté,211
"doors,",des portes,62
"Clarence,",clarté,211
CLARENCE.,clarté,211
Clarence.,clarté,211
Thomas.,Thomas,75
charity;,charité,55
"Thomas,",Thomas,75
Thomas?,Thomas,75
weeds;,mauvaises herbes,44
"wherein,",où,133
deliver!,livrer,200
"Comfort,",confort,254
between;,entre,241
"hollow,",creux,54
noise!,bruit,117
Clarence?,clarté,211
abroad!,à l'étranger,64
night!,nuit,1216
Clarence!,clarté,211
object!,objet,54
Depart,partir,98
"dance,",Danse,113
might;,pourrait,679
yours!,le tiens,609
"almost,",presque,161
"Other,",autre,2845
"precious,",précieux,79
Justice;,Justice,265
morrow.,demain,353
remember;,rappelles toi,200
heavy!,lourd,169
Sorrow,chagrin,244
happiness.,bonheur,59
Rotten,pourri,40
Silence.,silence,114
"Barren,",Dénudé,43
"barren,",Dénudé,43
barren;,Dénudé,43
sirrah!,sirrah,148
Silence,silence,114
Silence!,silence,114
Honest,honnête,406
Pistol,pistolet,188
Pistol?,pistolet,188
realm.,domaine,60
therefore.,par conséquent,627
office!,Bureau,351
steward.,intendant,50
Pistol!,pistolet,188
Justice!,Justice,265
might!,pourrait,679
bones!,des os,76
"Dispatch,",envoi,92
knight!,Chevalier,189
"JUSTICE,",Justice,265
hence?,Par conséquent,583
displeasure;,mécontentement,43
making;,fabrication,85
"meant,",signifiait,83
"BEDFORD,",Bedford,49
"EXETER,",Exeter,98
Uncle,oncle,256
BISHOP,évêque,134
"GOWER,",gower,53
"COURT,",tribunal,474
CONSTABLE,gendarme,90
PROLOGUE,prologue,43
PROLOGUE.,prologue,43
scene!,scène,807
Piece,pièce,143
"judge,",juge,121
regard.,qui concerne,62
Church.,église,100
study;,étude,68
Familiar,familier,47
quality;,qualité,58
Presence,présence,107
EXETER.,Exeter,98
liege?,Liege,145
cousin;,cousin,287
claim;,prétendre,187
"Great,",génial,1147
French;,français,267
Daughter,fille,494
Great.,génial,1147
Crown,couronne,395
claim?,prétendre,187
sovereign!,souverain,182
throne;,trône,75
liege,Liege,145
herself:,se,98
"saying,",en disant,63
Obedience;,obéissance,60
abroad;,à l'étranger,64
emperor;,empereur,112
shake.,secouer,395
policy.,politique,45
Freely,librement,55
Third.,troisième,247
treasure;,Trésor,58
conduct.,conduite,53
wings;,ailes,57
brought.,apporté,196
natural!,Naturel,105
fault!,faute,280
scene.,scène,807
drawn!,tiré,92
"Lieutenant,",lieutenant,81
mouth!,bouche,200
terms;,termes,75
Sword,épée,427
noble?,noble,754
behold.,voir,199
knight;,Chevalier,189
BEDFORD.,Bedford,49
"intend,",avoir l'intention,97
Sooner,plus tôt,62
"Exeter,",Exeter,98
"Breed,",race,110
"Knight,",Chevalier,189
complexion?,complexion,47
change!,changement,246
creature?,créature,110
finger?,doigt,114
Wonder,merveille,165
murder;,meurtre,215
Constant,constant,72
neither?,ni,186
"contempt,",mépris,55
revenge;,vengeance,189
France!,France,529
child;,enfant,392
stone;,calcul,235
Whore,putain,104
appear;,apparaître,231
"CONSTABLE,",gendarme,90
CONSTABLE.,gendarme,90
folly;,folie,80
Constable;,gendarme,90
EXETER,Exeter,98
Majesty:,majesté,270
Willing,prêt,94
"Third,",troisième,247
Scorn,mépris,146
Paris,Paris,171
"Follow,",suivre,562
follow!,suivre,562
Dishonour,déshonorer,70
spirit;,esprit,407
"bastard,",Connard,234
walls.,des murs,85
walls;,des murs,85
avoid?,éviter,52
count.,compter,878
count!,compter,878
Sweat,transpiration,53
Saying,en disant,63
field:,champ,242
Constable,gendarme,90
Sorry,Pardon,92
ransom.,une rançon,66
"Constable,",gendarme,90
Exeter,Exeter,98
blind;,aveugle,105
execution;,exécution,69
habit.,habitude,86
number;,nombre,103
armour;,armure,57
armour?,armure,57
"Stars,",étoiles,71
desert!,désert,65
knowledge!,connaissance,99
Foolish,insensé,103
majesty;,majesté,270
Bedford.,Bedford,49
knight:,Chevalier,189
COURT.,tribunal,474
Brother,frère,734
estate?,biens,58
minds;,esprits,56
vengeance;,vengeance,53
quarrel.,querelle,129
advantage;,avantage,88
round;,rond,282
There.,Là,3094
enjoy!,prendre plaisir,71
crown!,couronne,395
Constable!,gendarme,90
Scarce,rare,90
fresh.,Frais,124
"Bedford,",Bedford,49
forget;,oublier,115
Bedford,Bedford,49
"Talbot,",talbot,175
condition;,état,89
speed:,la vitesse,287
battle!,bataille,146
constable,gendarme,90
bones.,des os,76
Dying,en train de mourir,54
"mischief,",sottises,50
Constable.,gendarme,90
"SOLDIER,",soldat,491
"Except,",sauf,60
prepare;,préparer,82
dagger;,dague,57
ransom?,une rançon,66
"Shame,",la honte,366
plain;,plaine,242
Suffolk,suffolk,259
Suffolk.,suffolk,259
"Tarry,",goudronneux,50
great?,génial,1147
"mighty,",puissant,117
Philip,Philippe,90
"trumpet,",trompette,212
bodies!,corps,44
Fought,combattu,68
under?,sous,678
Gower,gower,53
Exeter.,Exeter,98
Gower;,gower,53
terms.,termes,75
offence;,infraction,121
French.,français,267
hundred;,cent,120
"Suffolk,",suffolk,259
"lawful,",légitime,77
Captain;,capitaine,206
Gower:,gower,53
"because,",car,187
steal;,voler,130
LORDS;,seigneurs,594
LADIES;,Dames,148
Kings,rois,150
hollow.,creux,54
French:,français,267
promise;,promettre,160
French!,français,267
ambition!,ambition,49
appear:,apparaître,231
council;,conseil,58
POWER,Puissance,382
meaning;,sens,64
summer;,été,100
Issue,problème,129
"small,",petit,123
Protector,protecteur,61
CARDINAL,cardinal,172
"SOMERSET,",somerset,147
SUFFOLK,suffolk,259
"TALBOT,",talbot,175
EDMUND,Edmund,77
MARCH,Mars,169
Tower,la tour,88
"REIGNIER,",règne,49
BASTARD,Connard,234
PARIS,Paris,171
GENERAL,général,236
FORCES,les forces,47
"SHEPHERD,",berger,145
"MARGARET,",margaret,210
"Reignier,",règne,49
"Tower,",la tour,88
"Protector,",protecteur,61
speech:,discours,163
black;,noir,197
attend;,assister,416
Church!,église,100
"Cease,",cesser,68
ghost.,fantôme,112
Bastard,Connard,234
Talbot,talbot,175
Talbot!,talbot,175
stroke;,accident vasculaire cérébral,64
faint;,perdre connaissance,76
attend:,assister,416
REIGNIER.,règne,49
"Sound,",du son,333
REIGNIER,règne,49
Third,troisième,247
BASTARD.,Connard,234
behind;,derrière,120
Mother,mère,479
herself;,se,98
raise.,élever,298
Glory,gloire,89
Bright,brillant,82
enough?,assez,313
"Woman,",femme,512
Protector?,protecteur,61
Cardinal,cardinal,172
brook!,ruisseau,93
PROTECTOR,protecteur,61
"Priest,",prêtre,92
Nought,néant,58
"Cardinal,",cardinal,172
"tower,",la tour,88
TALBOT,talbot,175
"Discourse,",discours,67
TALBOT.,talbot,175
tower!,la tour,88
"Heaven,",paradis,853
Talbot;,talbot,175
force?,Obliger,276
Blood,du sang,947
"darkness,",obscurité,39
"forces,",les forces,47
Coward,lâche,150
"BASTARD,",Connard,234
"Question,",question,177
"CAPTAIN,",capitaine,206
limbs.,membres,49
hangs;,bloque,37
wretch?,misérable,153
Taste,goût,98
"SUFFOLK,",suffolk,259
silence?,silence,114
SUFFOLK.,suffolk,259
Somerset,somerset,147
SOMERSET.,somerset,147
Judge,juge,121
"Somerset,",somerset,147
Opinion,opinion,97
Somerset?,somerset,147
Somerset;,somerset,147
Spring,printemps,91
Grown,grandi,68
"Garden,",jardin,62
flower.,fleur,103
Enough;,assez,313
"reign,",règne,328
guess.,devine,55
"Fourth,",Quatrième,51
Third;,troisième,247
breast;,Sein,117
House,maison,662
SUFFOLK;,suffolk,259
degree;,diplôme,65
Tower?,la tour,88
throne?,trône,75
priest?,prêtre,92
church?,église,100
bishop,évêque,134
plead.,plaider,63
State,Etat,405
Civil,civil,68
Protector;,protecteur,61
"teach,",enseigner,137
Content:,contenu,270
sovereign;,souverain,182
Place,endroit,525
force;,Obliger,276
France:,France,529
tower;,la tour,88
"witch,",sorcière,139
BEDFORD,Bedford,49
chair.,chaise,46
without;,sans pour autant,368
taste?,goût,98
chair?,chaise,46
breast!,Sein,117
haste?,hâte,219
flight:,vol,56
Talbot?,talbot,175
victory!,la victoire,47
Warlike,guerrier,58
devise:,concevoir,57
Brave,courageux,223
proof:,preuve,118
Somerset.,somerset,147
"PARIS,",Paris,171
Valiant,vaillant,162
sovereign?,souverain,182
revolt?,révolte,64
content?,contenu,270
servant:,serviteur,543
"Because,",car,187
teach;,enseigner,137
Trumpet,trompette,212
"FRENCH,",français,267
FRENCH.,français,267
Talbot.,talbot,175
place!,endroit,525
"Lives,",vies,213
"lands,",terres,68
forces;,les forces,47
"desperate,",désespéré,54
"Whither,",où,89
Drops,gouttes,58
"Bastard,",Connard,234
stood.,se tenait,107
Flight,vol,56
swear;,jurer,356
stain.,tache,116
blame?,faire des reproches,94
"Fight,",bats toi,322
"Surely,",sûrement,42
Suddenly,tout à coup,50
borne!,supporté,96
forbear!,ancêtre,65
Cromwell,Cromwell,44
faces!,visages,53
"Marriage,",mariage,122
uncle!,oncle,256
degree?,diplôme,65
"cardinal,",cardinal,172
"benefit,",avantage,47
Entreat,supplier,159
grace!,la grâce,719
"Curse,",malédiction,182
MARGARET,margaret,210
MARGARET.,margaret,210
Margaret,margaret,210
"offend,",offenser,149
rough.,rugueux,634
Margaret.,margaret,210
"satisfied,",satisfait,54
leisure?,loisir,68
forth!,en avant,441
remedy?,remède,59
"Consent,",consentement,112
ransom;,une rançon,66
Reignier,règne,49
Reignier.,règne,49
SHEPHERD,berger,145
SHEPHERD.,berger,145
execution!,exécution,69
wrought:,forgé,43
accuse.,accuser,53
curse:,malédiction,182
CARDINAL.,cardinal,172
effect?,effet,116
peace?,paix,556
whole?,entier,161
"Command,",commander,291
Marriage,mariage,122
"Margaret,",margaret,210
SOMERSET,somerset,147
CLIFFORD,Clifford,140
"CLIFFORD,",Clifford,140
SPIRIT,esprit,407
SAINT,Saint,149
Margaret:,margaret,210
"dreams,",rêves,46
happiness!,bonheur,59
Fatal,fatal,45
Large,grand,104
Protector.,protecteur,61
cardinal;,cardinal,172
Cardinal.,cardinal,172
Pride,fierté,112
people:,gens,232
country!,pays,243
meant;,signifiait,83
short?,court,172
"staff,",Personnel,532
Cardinal;,cardinal,172
witch:,sorcière,139
Suffolk;,suffolk,259
benefit.,avantage,47
which:,lequel,2322
realm;,domaine,60
witness;,témoin,142
commit.,commettre,86
Image,image,74
treason:,trahison,116
Suffolk?,suffolk,259
these:,celles-ci,1394
armour.,armure,57
judge:,juge,121
malice.,malice,72
witch;,sorcière,139
below;,au dessous de,54
"Patience,",la patience,208
times:,fois,302
SPIRIT.,esprit,407
endure.,supporter,81
Thunder,tonnerre,90
pains;,des douleurs,92
"WITCH,",sorcière,139
"CARDINAL,",cardinal,172
works!,travaux,250
clouds.,des nuages,59
"Fellow,",compagnon,445
proclaim?,proclamer,80
chair;,chaise,46
forsooth;,en vérité,48
blind?,aveugle,105
serve:,servir,463
"Black,",noir,197
Sight,vue,239
sirrah;,sirrah,148
"Council,",conseil,58
begin;,commencer,188
Clarence;,clarté,211
March;,Mars,169
"Edmund,",Edmund,77
kingdom:,Royaume,127
State:,Etat,405
execution:,exécution,69
ground!,sol,182
staff;,Personnel,532
realm!,domaine,60
staff!,Personnel,532
staff.,Personnel,532
throne!,trône,75
drunk;,ivre,114
NEIGHBOUR.,voisine,94
"neighbour,",voisine,94
neighbour;,voisine,94
afraid.,peur,41
master:,Maître,991
"Drink,",boisson,218
double.,double,130
presence?,présence,107
lives;,vies,213
tread.,bande de roulement,57
"become,",devenir,210
Council.,conseil,58
praise;,louange,239
conscience?,conscience,127
Hangs,bloque,37
guilty?,coupable,71
Sharp,tranchant,90
state?,Etat,405
chide.,gronder,59
meant:,signifiait,83
Margaret;,margaret,210
policy:,politique,45
souls:,âmes,114
priest.,prêtre,92
nought?,néant,58
storm,orage,81
"often,",souvent,140
judgment!,jugement,117
sound?,du son,333
unhappy!,malheureux,39
storm;,orage,81
Noise,bruit,117
"belike,",être comme,42
Unworthy,indigne,36
presence!,présence,107
Dread,crainte,121
entreat;,supplier,159
Suffolk!,suffolk,259
Poison,poison,128
taste!,goût,98
cease!,cesser,68
"Embrace,",embrasse,84
these!,celles-ci,1394
treasure?,Trésor,58
hence:,Par conséquent,583
confess.,avouer,185
Alive,vivant,93
prize;,prix,56
MASTER.,Maître,991
Margaret?,margaret,210
proud:,fier,249
Great;,génial,1147
needs;,Besoins,147
copies.,copies,446
General?,général,236
forces.,les forces,47
reign;,règne,328
Fellow,compagnon,445
order.,ordre,145
embrace?,embrasse,84
Tower.,la tour,88
Stone,calcul,235
"Stone,",calcul,235
Court;,tribunal,474
prize!,prix,56
never.,jamais,1023
Knowledge,connaissance,99
behold?,voir,199
brave!,courageux,223
Street!,rue,133
CLIFFORD.,Clifford,140
"Clifford,",Clifford,140
Clifford!,Clifford,140
Clifford.,Clifford,140
strong?,fort,279
praise!,louange,239
terms?,termes,75
"Steel,",acier,78
"Sword,",épée,427
demand:,demande,89
"Lands,",terres,68
bring?,apporter,526
Queen:,reine,989
liberty?,liberté,73
abuse?,abuser de,76
kneel?,s'agenouiller,116
Clifford;,Clifford,140
Clifford,Clifford,140
mistake;,erreur,53
bears?,ours,110
"charity,",charité,55
Fight.,bats toi,322
occasion?,occasion,91
OXFORD,Oxford,57
"MARCH,",Mars,169
"EDMUND,",Edmund,77
"RIVERS,",rivières,59
TOWER,la tour,88
FATHER,père,1157
Gaunt!,décharné,78
March:,Mars,169
Fourth,Quatrième,51
Exeter?,Exeter,98
Exeter!,Exeter,98
castle.,Château,116
"Castle,",Château,116
quarrel?,querelle,129
"contrary,",contraire,47
intent.,intention,74
cause!,cause,549
Wrath,colère,73
blush.,rougir,89
small.,petit,123
divine;,Divin,59
curse;,malédiction,182
heads!,têtes,131
Cross,traverser,126
become.,devenir,210
Short,court,172
judge;,juge,121
looks?,regards,216
consent:,consentement,112
broke;,cassé,383
"Smile,",sourire,125
"drunk,",ivre,114
"complete,",Achevée,247
lovely!,charmant,53
times!,fois,302
"FATHER,",père,1157
FATHER.,père,1157
deeds!,actes,119
flourish!,fleurir,146
satisfied!,satisfait,54
sorrow;,chagrin,244
speed;,la vitesse,287
Forward;,vers l'avant,103
grave;,la tombe,244
Measure,mesure,110
"march,",Mars,169
"tedious,",fastidieux,51
oaths?,serments,87
swear!,jurer,356
commanded;,commandé,40
"Widow,",veuve,142
widow?,veuve,142
leave;,laisser,748
request;,demande,85
least.,moins,101
"tread,",bande de roulement,57
thought!,pensée,682
Ulysses,Ulysse,114
OXFORD.,Oxford,57
despair?,désespoir,62
sorrow!,chagrin,244
"commanded,",commandé,40
dishonour;,déshonorer,70
Margaret!,margaret,210
"Oxford,",Oxford,57
further:,plus loin,194
kings!,rois,150
patience?,la patience,208
manner?,manière,175
niece?,nièce,65
right?,droite,878
battle:,bataille,146
doubt:,doute,255
Matter,matière,385
choice?,choix,72
opinion:,opinion,97
devise?,concevoir,57
elder;,aîné,50
Clarence,clarté,211
doubt.,doute,255
suspect.,suspect,53
"OXFORD,",Oxford,57
stand;,supporter,944
passage.,passage,44
"Courage,",courage,89
abide;,respecter,45
RIVERS,rivières,59
RIVERS.,rivières,59
"Rivers,",rivières,59
"TOWER,",la tour,88
Lieutenant?,lieutenant,81
doubt?,doute,255
title?,Titre,121
Fourth!,Quatrième,51
spring;,printemps,91
Tower:,la tour,88
Oxford?,Oxford,57
spite!,dépit,132
repair?,réparation,52
"palace,",palais,167
blood:,du sang,947
Oxford!,Oxford,57
means?,veux dire,264
triumph;,triomphe,79
faint!,perdre connaissance,76
gallant;,galant,72
Tower!,la tour,88
ourselves;,nous-mêmes,188
course;,cours,253
Teeth,les dents,56
"NURSE,",infirmière,218
pride!,fierté,112
WOLSEY,Wolsey,101
Wolsey,Wolsey,101
"CROMWELL,",Cromwell,44
DOCTOR,docteur,120
"PORTER,",porter,52
"PATIENCE,",la patience,208
Shows;,montre,103
living;,vivant,123
glory;,gloire,89
Equal,égal,69
royal:,Royal,255
guess?,devine,55
Together;,ensemble,281
"WOLSEY,",Wolsey,101
WOLSEY.,Wolsey,101
trick.,tour,94
Anger,colère,365
Attend:,assister,416
cardinal,cardinal,172
"Wolsey,",Wolsey,101
present;,présent,443
black.,noir,197
kneel:,s'agenouiller,116
Wherein?,où,133
others!,autres,520
commission?,commission,52
prison?,prison,260
Death!,décès,931
"either,",Soit,358
lords:,seigneurs,594
health!,santé,120
Crave,demander,73
round.,rond,282
merry:,joyeux,170
death:,décès,931
Goodness,la bonté,56
certain:,certain,236
loose;,ample,60
reason:,raison,498
doing;,Faire,86
business!,Entreprise,236
"Fears,",peurs,77
Malice,malice,72
meant.,signifiait,83
Cardinal?,cardinal,172
surely.,sûrement,42
monster.,monstre,96
Perceive,apercevoir,103
bitter?,amer,96
respect!,le respect,144
"Ferdinand,",Ferdinand,53
humble;,humble,94
wrong:,faux,379
tarry;,goudronneux,50
wench.,jeune fille,85
favour?,favoriser,203
Highness!,altesse,189
"breed,",race,110
infinite.,infini,43
profit;,profit,65
counsel?,Conseil,176
subject?,matière,172
comfort?,confort,254
"SURREY,",Surrey,51
SURREY.,Surrey,51
Anything,n'importe quoi,105
"Shortly,",prochainement,46
CROMWELL,Cromwell,44
Cardinal!,cardinal,172
"Cromwell,",Cromwell,44
CROMWELL.,Cromwell,44
paper?,papier,122
clear.,clair,86
brain:,cerveau,154
"mortal,",mortel,147
saying!,en disant,63
CARDINAL;,cardinal,172
paper;,papier,122
brains?,cerveaux,49
"House,",maison,662
policy!,politique,45
Found,a trouvé,320
Cromwell!,Cromwell,44
Cromwell.,Cromwell,44
sudden.,soudain,129
Going,Aller,111
Cromwell;,Cromwell,44
ambition:,ambition,49
Serve,servir,463
dwell.,habiter,73
Steward;,intendant,50
Learned,appris,56
ORDER,ordre,145
Steward.,intendant,50
train.,train,203
"Surrey,",Surrey,51
angel;,ange,345
happy;,heureux,243
piece.,pièce,143
"Place,",endroit,525
Place:,endroit,525
mighty;,puissant,117
Cause,cause,549
"wench,",jeune fille,85
Patience.,la patience,208
faces;,visages,53
dance;,Danse,113
PATIENCE.,la patience,208
sudden?,soudain,129
reverence?,révérence,44
Highness?,altesse,189
kingdom!,Royaume,127
Thomas!,Thomas,75
Jewel,bijou,99
small;,petit,123
Mother!,mère,479
Acquainted,connaissance,43
disgrace!,disgrâce,58
council?,conseil,58
Tower;,la tour,88
sharp;,tranchant,90
honest!,honnête,406
Council;,conseil,58
Power,Puissance,382
garden?,jardin,62
"porter,",porter,52
"spare,",de rechange,68
Within:,dans,494
Mercy,pitié,187
CHILD,enfant,392
LADIES.,Dames,148
blessing:,bénédiction,67
HUBERT,Hubert,96
PHILIP,Philippe,90
niece,nièce,65
"PHILIP,",Philippe,90
"Philip,",Philippe,90
catch.,capture,93
names:,des noms,50
learn;,apprendre,225
awhile?,quelque temps,102
Philip.,Philippe,90
limbs?,membres,49
charge!,charge,493
yours:,le tiens,609
PHILIP.,Philippe,90
bastard!,Connard,234
grave:,la tombe,244
plague;,peste,110
brief:,bref,114
Strength,force,143
"KINGS,",rois,150
policy?,politique,45
wound;,blessure,211
favour;,favoriser,203
match;,rencontre,119
great:,génial,1147
safety!,sécurité,74
party!,fête,51
Milan,Milan,41
Innocent,innocent,56
"Church,",église,100
"Innocent,",innocent,56
"unworthy,",indigne,36
awhile!,quelque temps,102
curse?,malédiction,182
Philip;,Philippe,90
"Hubert,",Hubert,96
"HUBERT,",Hubert,96
Hubert.,Hubert,96
HUBERT.,Hubert,96
"undertake,",entreprendre,51
Death.,décès,931
Enough!,assez,313
Remember.,rappelles toi,200
Hubert,Hubert,96
Courage,courage,89
forget!,oublier,115
Hubert?,Hubert,96
rough?,rugueux,634
bound!,lié,229
Hubert!,Hubert,96
sense!,sens,187
promise?,promettre,160
Hubert;,Hubert,96
Peace;,paix,556
Silence;,silence,114
revolt;,révolte,64
borne:,supporté,96
drunk?,ivre,114
occasion!,occasion,91
safety;,sécurité,74
fears?,peurs,77
obedience!,obéissance,60
afraid;,peur,41
beauty!,beauté,233
emperor.,empereur,112
tempest.,tempête,52
courage!,courage,89
"drops,",gouttes,58
slave?,esclave,176
"provided,",à condition de,259
"Milan,",Milan,41
drums;,tambours,42
sickness!,maladie,54
Fierce,féroce,44
flood.,inonder,59
sought;,recherché,40
MARCUS,Marcus,138
"CINNA,",cinna,40
"CLAUDIO,",Claudio,180
Soothsayer,devin,43
Pompey?,pompey,211
Soothsayer.,devin,43
course?,cours,253
jealous;,jaloux,96
hereafter;,"ci-après, par la suite",49
Train.,train,203
train:,train,203
given.,donné,205
Train,train,203
